Name;Passport;Phone;Birthday;Bonus
Вера;5161308;(994)393-15-16;13.12.1991 19:25:32;0
Никита;6740938;(902)561-85-79;12.11.1988 22:54:36;0
Екатерина;1117621;(959)214-62-44;05.11.1978 3:50:51;0
Ярослав;7124088;(972)341-63-52;18.11.1987 14:47:40;0
Андрей;5427343;(932)565-46-66;11.10.1974 22:43:42;0
Александра;9538587;(961)943-00-20;02.11.1966 3:04:46;0
Нина;9191659;(930)770-99-65;25.02.1989 16:16:30;0
Юлия;1190255;(903)031-84-00;17.06.1986 13:15:57;0
Александр;8117346;(915)684-68-56;03.07.1967 7:36:59;0
Василиса;2025428;(902)765-47-83;19.07.1970 16:56:36;0
Марина;8807011;(949)293-32-56;19.08.1978 1:02:36;0
Олег;5022958;(930)183-36-36;24.05.1966 18:50:02;0
Иван;7286360;(924)461-75-62;04.12.1997 20:50:35;0
Таисия;8137938;(989)930-81-79;23.06.1975 1:06:41;0
Антонина;9968464;(947)121-06-90;22.08.1965 1:14:37;0
Иван;9801596;(928)059-39-69;11.02.1965 15:31:38;0
Зинаида;7981626;(901)674-54-40;15.04.1979 19:47:39;0
Клавдия;1730260;(982)147-25-71;16.09.1970 14:12:04;0
Антонида;1015934;(980)352-57-81;20.04.1977 16:55:09;0
Раиса;1890882;(936)607-12-90;28.07.1965 23:43:48;0
Аркадий;6865469;(984)252-42-94;25.01.1972 16:12:53;0
Валентин;750989;(908)811-94-74;18.01.1993 10:32:02;0
Валерия;5200668;(906)094-12-21;23.01.2003 14:45:07;0
Евгения;631147;(952)449-76-63;11.08.1993 23:46:37;0
Аркадий;5386542;(970)269-54-88;21.04.1991 6:13:50;0
Ксения;608536;(968)151-57-34;14.06.1984 9:24:37;0
Георгий;2027768;(982)402-72-30;05.07.1965 20:27:13;0
Олег;5301357;(902)719-69-58;20.06.1981 0:55:50;0
Вероника;4789513;(950)795-58-96;20.09.1972 9:07:15;0
Марина;3040047;(988)454-02-58;16.08.1968 5:02:01;0
Ульяна;7707694;(948)559-34-58;21.07.1965 6:34:42;0
Илья;1303964;(940)319-57-64;03.11.2001 11:59:00;0
Василиса;721400;(987)810-75-54;30.08.1989 2:45:57;0
Арина;1754541;(903)662-53-25;06.09.1974 12:36:22;0
Владимир;2235762;(950)157-38-81;11.07.2003 1:43:50;0
Валерия;1185313;(924)912-73-24;15.05.2002 1:03:39;0
Лариса;9661689;(958)866-33-97;17.03.1966 23:21:28;0
Алевтина;1320458;(934)131-86-54;21.07.1997 3:30:47;0
Вера;5411581;(903)765-93-33;29.04.1975 8:37:53;0
Людмила;7354794;(987)514-21-14;25.12.1970 19:59:36;0
Алла;7965307;(906)145-03-63;26.08.1986 15:32:18;0
Иван;1126508;(972)373-82-34;06.02.1976 17:46:36;0
Геннадий;1721861;(992)817-61-99;27.02.1982 18:14:57;0
Алексей;4568295;(958)420-19-79;08.07.1968 10:41:53;0
Николай;6421106;(982)237-99-52;01.03.1970 8:39:13;0
Алина;3574623;(909)979-56-53;14.06.1992 7:18:59;0
Василий;2004876;(900)401-79-32;07.05.1996 5:36:26;0
Зоя;2994527;(957)733-50-58;11.01.1978 12:25:03;0
Лаврентий;469208;(972)238-08-27;08.01.1985 15:58:21;0
Елизавета;842361;(904)333-76-54;25.05.1968 12:23:40;0
Зинаида;4669083;(902)097-42-31;12.11.1995 22:50:04;0
Степан;398628;(956)319-85-22;09.03.1990 23:39:53;0
Евгений;8175151;(918)092-46-76;18.02.1968 21:06:55;0
Игнатий;1755129;(952)311-55-89;01.11.1981 13:51:54;0
Римма;7768514;(921)528-65-07;08.08.1967 17:53:52;0
Вероника;480125;(928)868-12-76;11.01.1976 13:10:03;0
Роман;8683934;(929)507-49-64;30.03.1969 3:24:28;0
Александр;6855999;(960)127-45-39;13.11.1976 22:51:39;0
Антонида;3954151;(944)948-76-21;27.08.2004 12:30:31;0
Арина;2672747;(914)437-25-14;02.10.1977 20:00:06;0
София;4310935;(924)518-72-37;16.03.1975 23:30:21;0
Василий;9588480;(983)878-49-96;03.05.1985 20:27:04;0
Лаврентий;7468043;(999)314-18-43;17.07.2001 11:28:48;0
Вера;8059929;(952)874-90-68;29.11.1987 10:54:47;0
Анна;1365607;(954)283-14-78;19.01.1974 16:29:28;0
Юрий;2618263;(989)712-06-97;30.05.2004 17:30:46;0
Юлия;7044762;(973)063-70-43;23.11.1985 12:25:38;0
Лариса;9553261;(919)667-41-37;19.03.1976 14:56:17;0
Любовь;8138086;(974)708-82-21;23.05.1982 17:07:06;0
Фёдор;6472084;(912)756-40-01;01.08.1987 21:14:55;0
Людмила;4571172;(995)970-41-64;24.08.1999 15:41:54;0
Артём;1906533;(909)493-85-11;15.07.1997 5:17:43;0
Дарья;9212323;(924)360-56-91;23.04.1992 11:08:56;0
Евгений;2399532;(963)348-15-65;17.07.1972 11:03:47;0
Алевтина;4213178;(917)474-37-28;12.08.1995 2:30:39;0
Ксения;2644581;(990)726-73-70;09.02.1978 18:56:07;0
Герман;1437841;(977)140-58-60;27.07.1981 8:33:58;0
Оксана;248960;(936)052-94-80;10.03.1987 11:42:29;0
Ксения;236279;(984)482-82-28;22.01.1996 12:48:45;0
Арина;1862956;(958)456-05-46;11.06.2004 6:05:53;0
Надежда;756551;(966)823-02-54;19.12.1989 12:45:57;0
Александр;1359884;(958)595-87-03;19.02.1973 11:07:19;0
Андрей;4644034;(916)004-30-58;28.06.1994 14:57:59;0
Арсений;1901258;(917)179-34-11;19.11.1998 17:56:08;0
Станислав;8935585;(917)150-93-30;17.12.1963 10:11:21;0
Валерий;6689813;(918)594-73-77;12.02.1987 17:32:04;0
Людмила;6917418;(961)109-42-00;27.12.1979 13:38:26;0
Михаил;9553636;(997)953-06-96;01.11.1980 4:14:37;0
Лаврентий;4754815;(969)101-93-19;13.02.1999 19:35:46;0
Елена;2534333;(958)838-68-87;31.10.1987 1:43:52;0
Никита;4478090;(960)058-73-26;16.03.1999 14:53:41;0
Таисия;3846756;(911)174-42-30;13.02.1965 22:52:07;0
Вячеслав;1856852;(995)072-47-55;19.08.2001 9:50:17;0
Татьяна;7419578;(947)031-71-83;04.08.1998 12:15:02;0
Юлия;4703795;(964)632-08-57;26.10.1985 7:44:41;0
Леонид;663385;(982)186-86-23;24.12.2000 22:49:53;0
Виктор;3317316;(947)650-56-75;29.05.1973 13:50:04;0
Виктория;2031313;(946)800-86-45;29.07.1984 13:46:12;0
Анна;7576881;(916)351-13-40;27.02.1968 10:04:22;0
Альберт;5502995;(947)864-43-60;26.06.1972 23:02:37;0
Валентина;5742962;(909)682-18-33;29.05.1995 0:19:53;0
Алла;8773820;(931)162-51-17;27.02.1982 15:11:09;0
Валентин;9276180;(936)244-54-83;10.04.1994 7:55:28;0
Арина;9394334;(959)013-81-68;13.04.1972 15:51:52;0
Нина;574349;(935)865-28-29;23.10.1962 13:51:41;0
Виктор;7117420;(913)285-06-08;14.05.1984 2:29:46;0
Ксения;265270;(971)505-18-86;24.05.1984 12:25:36;0
Ирина;3010254;(974)639-71-04;22.03.2004 22:07:24;0
Иван;5398050;(914)605-27-14;15.01.2004 18:54:30;0
Антонида;9118728;(962)548-33-32;17.02.1980 18:42:20;0
Анжела;6342370;(950)412-84-88;10.10.1968 7:50:59;0
Светлана;6626806;(950)682-99-04;08.10.1990 9:42:47;0
Роман;5741463;(967)599-24-54;24.08.1974 9:20:57;0
Валентина;3727374;(917)832-03-21;16.04.2000 15:35:44;0
Анжела;5210445;(974)220-98-97;18.03.1980 4:55:58;0
Ярослав;7202694;(993)104-22-38;04.07.2001 13:54:17;0
Фёдор;1020584;(912)682-08-57;12.11.1981 8:02:02;0
Анатолий;1996788;(927)294-65-79;21.01.1976 10:05:42;0
Вадим;495256;(921)803-15-77;30.04.2002 6:12:22;0
Вячеслав;1164454;(939)249-63-56;24.08.2001 3:42:50;0
Василиса;5823287;(907)338-93-45;20.04.1972 1:10:07;0
Фёдор;2552785;(958)429-14-54;19.01.1989 14:18:44;0
Валерий;6318388;(929)310-05-12;04.09.1992 14:44:15;0
Григорий;204571;(912)323-96-36;02.04.1986 6:05:50;0
Юрий;8786134;(908)739-56-28;24.11.1964 15:40:26;0
Лука;5643666;(948)100-83-51;20.12.1996 4:47:25;0
Вячеслав;1000608;(910)031-80-21;27.03.1995 20:27:42;0
Ирина;1076604;(949)183-92-39;19.06.1977 10:38:50;0
Андрей;736326;(954)688-37-32;06.09.1979 5:56:45;0
Екатерина;9430931;(984)888-29-75;15.10.1995 20:12:08;0
Ярослав;1176447;(973)379-78-52;27.09.1993 4:30:37;0
Станислав;5430401;(996)910-93-75;03.10.1969 6:01:43;0
Герман;5448609;(932)061-72-34;17.04.1995 17:49:12;0
Сергей;6168395;(942)825-59-89;18.01.2000 3:43:08;0
Арина;656030;(908)578-04-68;17.12.1979 5:54:04;0
Виталий;2118940;(991)029-16-41;29.05.1989 4:11:18;0
Альберт;7957332;(967)044-42-04;10.10.1983 5:29:15;0
Василиса;1989645;(984)944-19-72;20.07.1998 8:34:38;0
Степан;8658927;(993)980-55-96;15.03.1986 20:34:04;0
Лука;4859920;(989)377-97-29;15.03.2003 20:01:19;0
Алевтина;7997225;(965)790-86-93;27.10.1971 11:45:13;0
Юрий;8258872;(924)149-40-45;12.08.1971 17:02:32;0
Юрий;4121088;(977)783-49-98;18.07.2000 2:14:56;0
Арсений;5690068;(919)357-52-09;05.08.1994 0:14:56;0
Константин;6716827;(976)393-14-29;21.08.1990 4:53:21;0
Надежда;9826717;(913)118-79-57;22.04.1987 2:18:59;0
Дмитрий;2540181;(989)381-95-63;11.02.1981 14:00:14;0
Елена;15181;(935)089-21-14;21.06.1983 13:47:38;0
Сергей;8173996;(989)738-65-88;20.09.1992 16:17:01;0
Дарья;2136714;(915)927-02-01;05.03.1976 12:41:48;0
Галина;5231245;(903)438-97-99;05.08.1983 17:52:34;0
Зинаида;6103272;(901)052-00-02;09.09.1971 17:30:51;0
Ярослав;2151629;(979)284-68-30;19.10.1979 11:29:07;0
Лариса;3443577;(973)305-52-00;26.09.1983 1:37:39;0
Дмитрий;2704508;(966)707-58-76;22.03.1998 14:51:35;0
Макар;2329835;(956)510-85-74;16.08.1998 21:32:07;0
Денис;1725694;(913)764-38-21;23.09.2002 22:51:39;0
Евгения;2418427;(932)955-95-03;30.08.1992 4:57:31;0
Екатерина;8951039;(903)189-24-06;05.03.1994 0:33:45;0
Аркадий;5031291;(986)631-87-19;11.08.1969 18:26:20;0
Степан;4835890;(954)746-76-69;10.05.2000 13:40:36;0
Ярослав;3530473;(935)494-24-19;10.07.1973 3:37:25;0
Максим;3003228;(969)775-40-03;31.10.1966 2:30:46;0
Виталий;6774390;(961)434-39-04;25.01.1968 2:52:30;0
Раиса;6801194;(955)895-59-32;01.02.1965 11:31:01;0
Таисия;7888035;(965)665-13-52;28.09.1969 20:04:09;0
Ульяна;5928621;(904)786-67-94;24.04.1991 16:25:52;0
Ульяна;1683798;(965)826-38-82;02.12.1989 3:11:43;0
Мария;8047861;(964)569-84-53;19.04.1979 4:33:05;0
Таисия;8735149;(917)736-01-97;29.06.1996 14:58:20;0
Герман;7750902;(914)705-00-05;07.04.1985 21:55:23;0
Дмитрий;1181656;(941)394-77-18;20.02.1979 13:12:29;0
Юлия;1368159;(901)701-53-42;22.11.1991 19:28:04;0
Герман;3955687;(920)269-50-89;30.05.1971 12:25:26;0
Евгения;8268033;(901)809-99-76;16.07.1997 20:53:58;0
Анатолий;845015;(995)522-53-13;13.03.1988 0:06:43;0
Ольга;9513442;(981)295-68-80;28.11.1995 10:27:42;0
Ульяна;5857057;(906)037-78-73;16.09.1996 18:16:20;0
Жанна;7120777;(956)091-69-38;19.08.1983 7:46:10;0
Дарья;7194008;(921)219-63-96;21.06.1970 2:41:36;0
Егор;7971927;(910)648-76-38;05.11.1967 16:35:41;0
Артём;1890667;(990)619-92-12;23.04.1964 21:13:14;0
Нина;43676;(915)415-33-27;17.03.1975 22:01:49;0
Нина;7153479;(989)912-98-96;28.08.1976 21:45:00;0
Лаврентий;259525;(952)331-81-75;18.07.2003 15:32:23;0
Денис;8535467;(996)403-96-48;06.06.1967 4:40:53;0
Клавдия;1456765;(935)928-06-46;21.09.1972 10:42:06;0
София;5210744;(935)466-68-35;24.02.1993 17:32:08;0
Зоя;946751;(927)519-61-80;04.09.2002 14:12:45;0
Юлия;1225300;(946)140-44-63;30.10.1991 0:58:38;0
Матвей;1472322;(906)647-89-88;19.01.1996 16:13:11;0
Станислав;5664867;(919)034-99-25;11.07.1985 7:33:34;0
Дарья;2338990;(984)567-51-52;25.08.1987 22:19:58;0
Анастасия;8671137;(945)116-24-87;18.09.1999 16:37:30;0
Альберт;8542487;(903)543-22-87;12.05.1994 6:44:20;0
Дмитрий;9473187;(999)203-59-25;13.06.1990 4:42:55;0
Варвара;4647388;(915)311-06-63;11.04.1977 1:18:07;0
Вера;5286796;(926)400-52-53;14.12.1987 12:12:04;0
Регина;6074006;(932)010-44-75;05.10.1975 1:04:56;0
Юрий;4583042;(908)219-83-51;25.04.1988 19:41:14;0
Клавдия;4501698;(936)855-92-28;16.10.1978 8:02:21;0
Игорь;8191996;(999)883-96-72;02.07.1992 21:04:21;0
Сергей;4850492;(944)322-06-09;05.01.1972 16:32:50;0
Оксана;6885119;(959)202-53-57;17.04.2003 13:09:57;0
Георгий;8871725;(965)203-96-04;02.07.1980 20:43:05;0
Екатерина;6761157;(984)644-04-18;08.01.1989 22:05:29;0
Анжелика;6343077;(969)663-26-57;22.10.1979 7:03:32;0
Владислав;1907958;(918)886-04-07;02.11.1997 9:53:49;0
Вера;9547682;(977)187-42-30;17.07.1984 14:17:05;0
Валерия;7118508;(992)755-37-71;03.12.1970 20:03:53;0
Дарья;8839811;(906)984-72-93;13.11.1981 3:51:33;0
Константин;6072150;(903)220-22-06;04.04.1993 18:01:10;0
Матвей;1364392;(973)641-14-13;14.11.1991 13:19:40;0
Валерия;5034518;(977)358-66-29;27.05.2000 6:55:37;0
Альберт;2235;(958)929-17-28;23.09.1987 22:58:24;0
Вячеслав;5658503;(959)321-24-36;13.01.1970 16:02:21;0
Виталий;2335345;(904)381-16-65;12.01.1981 14:22:36;0
Юлия;139481;(952)527-86-22;11.12.1992 3:55:26;0
Владимир;4232253;(911)853-60-44;28.03.2003 13:45:19;0
Игнатий;7134697;(980)213-16-59;03.07.1996 11:50:24;0
Артём;340038;(924)590-69-77;01.05.1972 17:38:06;0
Дарья;8469296;(915)148-97-02;25.03.1996 10:28:57;0
Александр;3543307;(970)258-51-11;30.07.1968 15:04:22;0
Юрий;5776731;(985)273-99-19;28.04.1986 3:45:00;0
Вероника;4909253;(974)683-72-93;21.09.1989 16:32:17;0
Никита;8227254;(923)284-24-73;15.08.1996 9:07:13;0
Юрий;4239893;(988)761-46-25;16.06.1985 10:42:10;0
Анна;5804595;(991)269-53-53;08.06.1969 8:35:57;0
Герман;7535045;(942)020-33-38;04.12.1981 3:39:39;0
Матвей;9705319;(974)546-65-95;21.05.1963 9:23:17;0
Даниил;6091339;(965)011-12-95;13.11.1966 3:51:44;0
Валерий;8077564;(995)939-90-69;22.10.2000 8:40:27;0
Лука;1695915;(953)555-85-03;27.10.1971 9:12:49;0
Ольга;7621211;(918)854-02-27;22.05.1967 19:33:22;0
Ярослав;8895104;(915)423-66-90;03.04.1984 15:29:28;0
Егор;7464711;(901)691-56-62;27.05.1976 22:57:23;0
Анфиса;7205835;(981)098-01-01;23.07.1982 22:12:04;0
Денис;1938178;(997)553-80-73;19.02.1987 23:21:37;0
Николай;3346529;(910)554-27-90;15.05.1998 23:13:59;0
Римма;1177404;(951)787-29-75;01.02.1985 4:37:37;0
Мария;5923478;(999)556-25-82;23.02.1970 10:25:37;0
Кира;9067344;(916)211-57-55;19.03.1972 0:01:27;0
Римма;951157;(925)481-22-83;16.11.1979 14:23:49;0
Ксения;2456867;(977)446-00-61;12.04.1990 14:21:22;0
Ульяна;3116898;(989)923-65-23;11.01.1979 9:22:39;0
Жорик;638178;(970)193-04-19;21.01.1977 0:24:45;0
София;406773;(986)351-73-22;25.09.1989 6:05:08;0
Вера;8728302;(951)639-11-48;18.11.1967 23:10:38;0
Лидия;782230;(978)821-07-60;06.07.1996 5:44:45;0
Зоя;1329236;(988)285-06-16;10.03.1968 20:47:57;0
Александра;3082818;(998)005-01-00;23.12.1969 11:11:39;0
Вероника;5535220;(937)848-60-42;27.02.1963 3:07:42;0
Маргарита;8110138;(946)817-10-08;12.05.1999 23:18:19;0
Вадим;3586506;(907)817-41-30;06.11.1997 4:38:31;0
Лаврентий;2303433;(987)178-36-87;28.12.1970 1:58:20;0
Зинаида;5068918;(974)118-49-83;02.09.1965 1:37:26;0
Альберт;4483889;(987)838-23-68;05.04.1983 21:58:45;0
Илья;7143904;(970)448-56-45;15.06.1996 13:21:37;0
Фёдор;5922859;(922)928-42-31;10.06.1997 2:52:01;0
Алексей;9430207;(959)214-25-90;24.06.1998 1:57:20;0
Анна;2853916;(962)553-83-47;04.01.1992 9:07:21;0
Михаил;4726179;(938)801-01-50;03.02.1965 0:02:21;0
Илья;7203050;(945)782-63-28;17.11.1987 15:57:29;0
Вера;6898417;(971)538-63-43;03.06.1999 21:16:59;0
Юрий;9618933;(987)642-36-53;29.06.1974 5:38:04;0
Алла;5853046;(910)694-69-68;10.06.1988 16:33:47;0
Станислав;1965448;(997)213-38-15;05.10.1974 8:31:18;0
Надежда;626728;(963)920-65-76;15.02.1983 19:46:10;0
София;6001844;(970)301-75-38;26.03.1988 16:34:10;0
Ольга;1287026;(971)755-64-15;28.10.1964 14:26:01;0
Елена;5264426;(903)695-00-03;31.12.1973 15:13:17;0
Антонина;4618874;(931)576-19-16;02.12.1988 9:39:05;0
Денис;1051310;(909)248-75-56;25.11.1993 9:38:02;0
Олег;8156860;(903)957-14-09;29.12.1967 4:02:06;0
Надежда;4978723;(928)852-65-45;14.05.1963 11:40:12;0
Регина;163492;(973)207-14-26;10.01.1982 9:11:46;0
Роман;5934140;(903)606-21-57;15.07.1992 11:58:43;0
Алина;776444;(961)206-18-00;29.07.1984 7:44:50;0
Илья;1171295;(948)202-80-52;29.09.1972 1:56:56;0
Маргарита;9180557;(928)345-08-36;08.05.1969 0:04:03;0
Виктор;7640335;(909)988-42-67;12.11.1993 14:12:25;0
Алла;8873575;(926)348-51-69;06.01.1991 15:25:50;0
Фёдор;2343355;(955)798-88-08;13.03.1991 21:52:12;0
Семён;5264248;(932)355-83-19;17.11.2002 5:30:38;0
Лидия;2249051;(983)937-57-19;30.07.1964 4:29:53;0
Артём;2701939;(954)631-75-74;05.11.1966 20:12:46;0
Никита;3465193;(939)460-71-84;23.10.1983 6:22:15;0
Эдуард;1307798;(924)235-20-58;20.01.1977 22:46:41;0
Марина;4786697;(920)360-80-89;11.01.2003 14:37:54;0
Кира;3885841;(926)496-30-83;22.02.2003 18:08:53;0
Зинаида;2278872;(906)211-87-87;06.09.1995 15:42:49;0
Ангелина;9980223;(955)866-89-14;13.06.2001 11:43:58;0
Аркадий;2305504;(942)997-74-85;16.10.1999 8:13:20;0
Екатерина;7100885;(983)959-17-50;30.07.1970 1:46:01;0
Александра;6180398;(949)161-02-84;07.09.1971 18:21:45;0
Жанна;9679343;(980)533-85-96;24.09.2002 17:14:45;0
Варвара;3716512;(994)857-53-49;24.11.1965 8:50:43;0
Игорь;7711130;(980)927-23-91;30.06.1980 22:46:07;0
Вячеслав;4009320;(972)854-75-62;09.10.1994 6:26:55;0
Алексей;7237830;(955)221-74-00;25.11.1984 7:07:07;0
Лука;6728957;(920)183-65-60;21.11.1993 17:53:06;0
Роман;4187073;(984)741-24-37;27.06.1974 8:40:52;0
Александр;1247792;(943)244-12-79;23.10.1967 2:08:16;0
Никита;2127762;(969)405-52-08;18.06.1966 2:44:44;0
Ярослав;6585006;(990)908-94-34;22.12.1975 14:14:38;0
Зинаида;5509711;(990)171-70-53;23.07.1992 7:24:46;0
Виктор;4719787;(990)025-78-90;22.04.1963 16:57:09;0
Валентина;7048155;(971)160-72-10;04.04.1997 8:18:04;0
Марина;6870748;(929)196-92-53;30.06.1977 3:09:46;0
Елизавета;3393765;(965)226-44-68;09.08.1971 13:18:10;0
Лариса;8437315;(918)303-77-94;27.02.1963 3:20:56;0
Юрий;7119337;(911)068-89-44;21.09.1991 14:02:30;0
Елена;1963136;(916)255-87-22;08.02.1999 14:32:39;0
Юрий;6652236;(983)025-28-40;19.07.2004 21:16:11;0
Ксения;5394042;(977)055-71-35;22.09.1968 8:57:36;0
Григорий;5956090;(964)281-66-23;28.08.1994 1:42:46;0
Любовь;7938663;(920)239-06-78;05.09.1977 0:03:47;0
Александра;1267134;(939)866-55-03;30.11.1979 18:23:26;0
Макар;3660188;(905)500-90-26;20.01.1967 4:10:29;0
Олег;7122380;(973)600-04-89;11.02.1976 4:04:36;0
Юрий;7461917;(907)563-20-47;31.12.1987 23:28:41;0
Борис;3944552;(956)340-11-16;11.04.1977 18:09:57;0
Светлана;4282192;(928)560-52-24;26.09.1964 9:35:02;0
Аркадий;5134614;(947)502-85-93;01.08.1985 13:51:13;0
Леонид;2033708;(924)303-19-77;13.03.1966 23:21:06;0
Сергей;7076211;(905)699-70-61;13.02.1986 11:00:43;0
Регина;1814153;(948)468-03-57;05.05.1973 17:55:19;0
Александра;3112805;(952)415-23-05;25.02.1999 11:56:32;0
Антонида;964016;(956)560-41-43;25.02.1973 11:14:37;0
Герман;1128321;(949)497-04-82;08.05.1998 2:01:06;0
Алексей;6437684;(988)232-16-66;12.01.1973 14:02:05;0
Ангелина;2797965;(955)991-89-41;18.08.1984 11:42:13;0
Макар;8110435;(978)955-33-19;21.09.1973 21:14:50;0
Наталья;9667224;(930)213-12-08;09.06.1997 2:41:34;0
Светлана;5445134;(919)277-84-43;07.10.1967 11:30:32;0
Аркадий;5024934;(985)422-65-55;18.10.1962 7:32:54;0
Степан;4404199;(968)471-17-07;14.06.2003 8:30:09;0
Анастасия;5018618;(952)273-84-62;23.11.1974 12:36:06;0
Ульяна;5371177;(927)205-61-72;20.10.1981 6:08:43;0
Антонида;6751492;(924)315-61-83;12.09.1991 19:46:54;0
Лидия;1012762;(948)921-30-92;19.04.1981 1:27:40;0
Максим;3314517;(966)878-56-71;27.04.1995 8:06:40;0
Никита;7385663;(956)026-44-70;24.07.1970 11:38:40;0
Вадим;3896791;(958)990-41-57;01.05.1990 7:58:21;0
Тамара;5947984;(973)380-85-65;05.11.1982 21:34:51;0
Игнатий;1927884;(917)087-71-74;04.01.1990 21:35:14;0
Матвей;400561;(950)207-71-15;24.05.1987 3:53:31;0
Ирина;7623029;(960)637-45-48;14.06.1975 7:49:01;0
Виктория;2161190;(913)137-52-85;18.07.1989 23:09:11;0
Жанна;7535250;(990)721-12-46;19.02.1993 13:46:05;0
Лаврентий;1716038;(904)610-99-99;19.04.1998 3:19:43;0
Ксения;7204670;(990)789-02-97;13.09.1995 14:35:08;0
Василиса;6758700;(941)908-88-85;06.05.1982 21:59:21;0
Василий;4744853;(998)869-18-91;17.04.1997 20:05:04;0
Анжелика;5518358;(950)713-31-63;09.01.1980 10:36:33;0
Юлия;9420859;(923)941-40-74;25.06.1979 2:20:57;0
Наталья;9014113;(957)834-42-10;12.01.1975 12:33:04;0
Артём;8381247;(939)669-90-32;06.05.1968 9:35:35;0
Василиса;1837974;(983)431-26-76;17.06.1974 9:35:12;0
Валентин;8897669;(934)401-54-08;06.02.1983 19:49:57;0
Татьяна;9844521;(976)924-02-17;31.12.1970 12:00:49;0
Людмила;8223441;(978)143-34-33;01.10.2001 0:09:37;0
Евгений;580159;(924)587-22-81;18.09.1979 3:23:07;0
Дмитрий;723785;(946)351-85-10;04.02.1990 14:07:27;0
Регина;2433908;(905)654-17-74;01.09.1991 20:38:34;0
Вадим;7519751;(959)114-53-24;23.10.2001 22:25:59;0
Жанна;1699007;(978)382-66-81;05.01.1964 13:35:27;0
Жанна;5935740;(975)456-91-96;27.05.1966 8:58:40;0
Виктория;5980595;(981)454-01-34;09.07.1994 14:26:55;0
Галина;9118214;(959)383-44-35;14.10.1972 5:05:18;0
Надежда;2412590;(999)653-71-20;25.05.1975 18:10:30;0
Арсений;7082278;(970)222-51-05;25.01.1963 17:53:00;0
София;7480554;(958)499-85-51;30.03.1992 14:55:10;0
Леонид;4370284;(920)520-50-84;04.01.1982 2:55:19;0
Ирина;5760041;(912)907-56-77;18.01.1992 16:01:31;0
Дарья;4516730;(962)119-20-23;25.12.2002 5:18:40;0
Георгий;1479448;(986)038-34-81;31.03.1970 7:59:28;0
Алёна;8341824;(940)771-37-32;12.09.1965 1:57:11;0
Анжелика;8779780;(956)367-41-19;30.04.1977 21:54:54;0
Жанна;5545592;(922)949-34-06;24.12.1995 3:09:44;0
Любовь;9909081;(919)203-90-63;24.12.1968 5:55:42;0
Зинаида;644845;(982)035-39-81;26.09.1979 16:54:18;0
Лука;3037210;(904)063-25-95;19.11.1974 22:22:55;0
Нина;7074097;(957)933-93-35;19.01.1979 16:02:09;0
Максим;9301937;(929)087-12-63;25.06.1988 11:01:44;0
Кира;9393651;(936)651-05-77;05.06.1967 8:37:30;0
Вадим;8322516;(987)252-55-82;29.08.1978 23:17:50;0
Борис;6095878;(916)987-80-41;26.08.1975 15:27:31;0
Регина;482790;(957)329-51-13;28.02.1998 23:07:36;0
Оксана;3505246;(962)026-97-65;20.11.1998 3:58:00;0
Елизавета;2113681;(991)347-61-43;15.03.1970 18:39:03;0
Арсений;9116310;(988)581-45-77;04.04.1984 17:53:47;0
Артём;1237985;(920)978-76-84;05.08.1977 20:53:32;0
Борис;2577277;(957)392-18-74;11.08.1995 18:36:37;0
Оксана;3490730;(958)756-17-12;06.10.1994 7:10:00;0
Алла;7440283;(988)693-35-21;08.08.1981 2:42:30;0
Борис;1595745;(980)684-41-15;15.05.1969 3:09:05;0
Лаврентий;5031694;(998)154-39-14;14.05.1972 23:01:52;0
Никита;9138662;(912)447-02-10;02.11.1991 20:50:29;0
Вадим;9931675;(958)677-05-40;23.03.1971 4:24:01;0
Дмитрий;4219983;(999)754-38-18;29.10.1982 11:46:38;0
Маргарита;179397;(900)449-06-07;25.04.1970 23:33:37;0
Валентин;5733832;(904)269-99-00;22.01.1987 1:14:43;0
Анжелика;4755209;(974)185-89-04;22.07.1963 12:07:37;0
Артём;9729752;(990)554-69-10;25.06.1991 16:04:41;0
Игнатий;3233489;(999)356-89-40;21.05.1994 8:10:26;0
Егор;7004122;(932)385-99-99;28.06.1996 4:25:40;0
Семён;3885105;(933)962-44-55;19.12.2000 3:49:37;0
Маргарита;3505806;(922)490-15-62;19.07.1993 7:35:31;0
Евгений;8727719;(950)919-76-39;07.11.1996 15:13:00;0
Степан;3052733;(931)465-17-36;07.07.1973 9:04:03;0
Роман;1840151;(915)173-68-79;28.05.2000 11:08:06;0
Анжелика;8306139;(953)237-47-77;09.12.1983 16:00:06;0
Алексей;2869037;(900)352-29-07;18.11.2001 18:59:40;0
Екатерина;1557046;(995)911-90-14;18.05.1981 8:21:28;0
Макар;6360806;(903)716-43-54;31.08.1980 20:44:54;0
Александра;7399989;(954)583-84-55;06.01.1996 11:25:04;0
Ольга;8744565;(912)231-27-38;03.07.1967 1:28:14;0
Денис;3839716;(923)712-25-28;09.03.2002 18:51:59;0
Оксана;8664494;(912)737-98-42;15.04.1996 4:02:12;0
Анжела;3168834;(922)343-86-70;28.04.1968 10:29:34;0
Валентин;8978143;(965)852-06-08;20.03.1971 12:20:36;0
Алевтина;2084037;(934)469-58-16;15.12.1974 8:31:49;0
Станислав;7009053;(989)395-82-88;28.03.1999 21:01:40;0
Георгий;9656640;(908)408-61-80;30.09.2001 20:38:18;0
Илья;9606677;(977)915-21-94;14.11.1967 16:05:11;0
